position	originalpos	primaryprefix	altprefixes	localid	iri	resolvingns	humanhtml	homepage	description	title	registry
435	435	CTO								Clinical Trials Ontology	Bioportal1
436	436	EDAMTO								EDAM Topics	Bioportal1
437	437	OOEVV								Ontology of Experimental Variables and Values	Bioportal1
438	438	NCCO								Nursing Care Coordination Ontology	Bioportal1
439	439	PAV								"PAV Provenance, Authoring and Versioning"	Bioportal1
440	440	PHYLONT								Phylogenetic Ontology	Bioportal1
441	441	GO-EXT								Gene Ontology Extension	Bioportal1
442	442	QIBO								Quantitative Imaging Biomarker Ontology	Bioportal1
443	443	SO								Sequence Types and Features Ontology	Bioportal1
444	444	OBI								Ontology for Biomedical Investigations	Bioportal1
445	445	GCO								Genome Component Ontology	Bioportal1
446	446	APANEUROCLUSTER								APA Neuro Cluster	Bioportal1
447	447	RP								Resep Project	Bioportal1
448	448	PDQ								Physician Data Query	Bioportal1
449	449	FB-BT								Drosophila Gross Anatomy Ontology	Bioportal1
450	450	IFAR								Fanconi Anemia Ontology	Bioportal1
451	451	GO								Gene Ontology	Bioportal1
452	452	BFO								Basic Formal Ontology	Bioportal1
453	453	MHC								Major Histocompatibility Complex Ontology	Bioportal1
454	454	PDO_CAS								Plant Diversity Ontology	Bioportal1
455	455	DRON								The Drug Ontology	Bioportal1
456	456	ONL-MSA								Mental State Assessment	Bioportal1
457	457	VIVO-ISF								VIVO-Integrated Semantic Framework	Bioportal1
458	458	BOF								Biodiversity Ontology	Bioportal1
459	459	SDO								Sleep Domain Ontology	Bioportal1
460	460	NATPRO								Natural Products Ontology	Bioportal1
461	461	ICPC								International Classification of Primary Care	Bioportal1
462	462	NBO								Neuro Behavior Ontology	Bioportal1
463	463	PEDTERM								Pediatric Terminology	Bioportal1
464	464	ALLERGYDETECTOR								Allergy Detector II	Bioportal1
465	465	DDANAT								Dictyostelium Discoideum Anatomy Ontology	Bioportal1
466	466	JERM								SysMO JERM Ontology of Systems Biology for Micro-Organisms	Bioportal1
467	467	PECO								Plant Environmental Conditions	Bioportal1
468	468	DERMO								Human Dermatological Disease Ontology	Bioportal1
469	469	PHENX								PhenX Phenotypic Terms	Bioportal1
470	470	SNMI								"Systematized Nomenclature of Medicine, International Version"	Bioportal1
471	471	ECG								Electrocardiography Ontology	Bioportal1
472	472	PO								Plant Ontology	Bioportal1
1	1	CHEBI	ChEBI	chebi	http://purl.obolibrary.org/obo/chebi.owl	http://purl.obolibrary.org/obo/chebi.owl	http://www.ebi.ac.uk/chebi/chebiOntology.do?treeView=true&chebiId=CHEBI:24431#graphView	http://www.ebi.ac.uk/chebi	A structured classification of molecular entities of biological interest focusing on 'small' chemical compounds.	EBI CHEBI Browser	OBOFOUNDRY
2	2	DO	NA	doid	http://purl.obolibrary.org/obo/doid.owl	http://purl.obolibrary.org/obo/doid.owl	http://www.disease-ontology.org/	http://diseaseontology.sourceforge.net/	An ontology for describing the classification of human diseases organized by etiology.	DO Browser	OBOFOUNDRY
3	3	AmiGO	NA	go	http://purl.obolibrary.org/obo/go.owl	http://purl.obolibrary.org/obo/go.owl	http://amigo.geneontology.org/amigo/term/GO:0008150#display-lineage-tab		An ontology for describing the function of genes and gene products	Gene Ontology AmiGO 2 Browser	OBOFOUNDRY
4	4	BioPortal	NA	obi	http://purl.obolibrary.org/obo/obi.owl	http://purl.obolibrary.org/obo/obi.owl	http://bioportal.bioontology.org/ontologies/OBI?p=classes	http://obi-ontology.org	An integrated ontology for the description of life-science and clinical investigations	BioPortal Browser	OBOFOUNDRY
5	5	BioPortal	NA	pato	http://purl.obolibrary.org/obo/pato.owl	http://purl.obolibrary.org/obo/pato.owl	https://bioportal.bioontology.org/ontologies/PATO	https://github.com/pato-ontology/pato/	"An ontology of phenotypic qualities (properties, attributes or characteristics)"	BioPortal Ontology Browser	OBOFOUNDRY
6	6		NA	po	http://purl.obolibrary.org/obo/po.owl	http://purl.obolibrary.org/obo/po.owl		http://www.plantontology.org	"The Plant Ontology is a structured vocabulary and database resource that links plant anatomy, morphology and growth and development to plant genomics data."		OBOFOUNDRY
7	7		NA	pr	http://purl.obolibrary.org/obo/pr.owl	http://purl.obolibrary.org/obo/pr.owl		http://proconsortium.org	an ontological representation of protein-related entities		OBOFOUNDRY
8	8		NA	xao	http://purl.obolibrary.org/obo/xao.owl	http://purl.obolibrary.org/obo/xao.owl		http://www.xenbase.org/anatomy/xao.do?method=display	Anatomy and development of the African clawed frog (<i>Xenopus laevis</i>).		OBOFOUNDRY
9	9		NA	zfa	http://purl.obolibrary.org/obo/zfa.owl	http://purl.obolibrary.org/obo/zfa.owl		http://zfin.org/zf_info/anatomy/dict/sum.html	A structured controlled vocabulary of the anatomy and development of the Zebrafish		OBOFOUNDRY
10	10		NA	aeo	http://purl.obolibrary.org/obo/aeo.owl	http://purl.obolibrary.org/obo/aeo.owl		https://github.com/obophenotype/human-developmental-anatomy-ontology/	"AEO is an ontology of anatomical structures that expands CARO, the Common Anatomy Reference Ontology"		OBOFOUNDRY
11	11		NA	aero	http://purl.obolibrary.org/obo/aero.owl	http://purl.obolibrary.org/obo/aero.owl		http://purl.obolibrary.org/obo/aero	"The Adverse Event Reporting Ontology (AERO) is an ontology aimed at supporting clinicians at the time of data entry, increasing quality and accuracy of reported adverse events"		OBOFOUNDRY
12	12		NA	apo	http://purl.obolibrary.org/obo/apo.owl	http://purl.obolibrary.org/obo/apo.owl		http://www.yeastgenome.org/	A structured controlled vocabulary for the phenotypes of Ascomycete fungi		OBOFOUNDRY
13	13		NA	bcgo	http://purl.obolibrary.org/obo/bcgo.owl	http://purl.obolibrary.org/obo/bcgo.owl		https://github.com/obi-bcgo/bcgo	An application ontology built for beta cell genomics studies.		OBOFOUNDRY
14	14		NA	bco	http://purl.obolibrary.org/obo/bco.owl	http://purl.obolibrary.org/obo/bco.owl		https://github.com/tucotuco/bco	"An ontology to support the interoperability of biodiversity data, including data on museum collections, environmental/metagenomic samples, and ecological surveys."		OBOFOUNDRY
15	15	BioPortal	NA	bfo	http://purl.obolibrary.org/obo/bfo.owl	http://purl.obolibrary.org/obo/bfo.owl	http://bioportal.bioontology.org/ontologies/BFO?p=classes	http://ifomis.org/bfo/	The upper level ontology upon which OBO Foundry ontologies are built.	BioPortal Browser	OBOFOUNDRY
16	16		NA	bspo	http://purl.obolibrary.org/obo/bspo.owl	http://purl.obolibrary.org/obo/bspo.owl		https://github.com/obophenotype/biological-spatial-ontology	"An ontology for respresenting spatial concepts, anatomical axes, gradients, regions, planes, sides, and surfaces"		OBOFOUNDRY
17	17		NA	bto	http://purl.obolibrary.org/obo/bto.owl	http://purl.obolibrary.org/obo/bto.owl		http://www.brenda-enzymes.info	"A structured controlled vocabulary for the source of an enzyme comprising tissues, cell lines, cell types and cell cultures."		OBOFOUNDRY
18	18		NA	caro	http://purl.obolibrary.org/obo/caro.owl	http://purl.obolibrary.org/obo/caro.owl		https://github.com/obophenotype/caro/	An upper level ontology to facilitate interoperability between existing anatomy ontologies for different species		OBOFOUNDRY
19	19		NA	cdao	http://purl.obolibrary.org/obo/cdao.owl	http://purl.obolibrary.org/obo/cdao.owl		http://sourceforge.net/apps/mediawiki/cdao/index.php?title=Main_Page	a formalization of concepts and relations relevant to evolutionary comparative analysis		OBOFOUNDRY
20	20		NA	ceph	http://purl.obolibrary.org/obo/ceph.owl	http://purl.obolibrary.org/obo/ceph.owl		https://github.com/obophenotype/cephalopod-ontology	An anatomical and developmental ontology for cephalopods		OBOFOUNDRY
21	21		NA	cheminf	http://purl.obolibrary.org/obo/cheminf.owl	http://purl.obolibrary.org/obo/cheminf.owl		http://code.google.com/p/semanticchemistry/	Includes terms for the descriptors commonly used in cheminformatics software applications and the algorithms which generate them.		OBOFOUNDRY
22	22		NA	chmo	http://purl.obolibrary.org/obo/chmo.owl	http://purl.obolibrary.org/obo/chmo.owl		http://code.google.com/p/rsc-cmo/	"CHMO, the chemical methods ontology, describes methods used to"		OBOFOUNDRY
23	23		NA	cl	http://purl.obolibrary.org/obo/cl.owl	http://purl.obolibrary.org/obo/cl.owl			The Cell Ontology is a structured controlled vocabulary for cell types in animals.		OBOFOUNDRY
24	24		NA	clo	http://purl.obolibrary.org/obo/clo.owl	http://purl.obolibrary.org/obo/clo.owl		http://www.clo-ontology.org	An ontology to standardize and integrate cell line information and to support computer-assisted reasoning.		OBOFOUNDRY
25	25		NA	cmf	NA	NA		https://code.google.com/p/craniomaxillofacial-ontology/	NA		OBOFOUNDRY
26	26	RGD	NA	cmo	http://purl.obolibrary.org/obo/cmo.owl	http://purl.obolibrary.org/obo/cmo.owl	http://rgd.mcw.edu/rgdweb/ontology/view.html?acc_id=CMO:0000000	http://rgd.mcw.edu/rgdweb/ontology/search.html	Morphological and physiological measurement records generated from clinical and model organism research and health programs.	RGD Ontology Browser	OBOFOUNDRY
27	27		NA	cteno	http://purl.obolibrary.org/obo/cteno.owl	http://purl.obolibrary.org/obo/cteno.owl		https://github.com/obophenotype/ctenophore-ontology	An anatomical and developmental ontology for ctenophores (Comb Jellies)		OBOFOUNDRY
28	28		NA	cvdo	http://purl.obolibrary.org/obo/cvdo.owl	http://purl.obolibrary.org/obo/cvdo.owl		https://code.google.com/p/cvdo/	An ontology to describe entities related to cardiovascular diseases		OBOFOUNDRY
29	29		NA	ddanat	http://purl.obolibrary.org/obo/ddanat.owl	http://purl.obolibrary.org/obo/ddanat.owl		http://dictybase.org/	A structured controlled vocabulary of the anatomy of the slime-mould <i>Dictyostelium discoideum</i>.		OBOFOUNDRY
30	30		NA	ddpheno	http://purl.obolibrary.org/obo/ddpheno.owl	http://purl.obolibrary.org/obo/ddpheno.owl		http://dictybase.org/	A structured controlled vocabulary of phenotypes of the slime-mould <i>Dictyostelium discoideum</i>.		OBOFOUNDRY
31	31		NA	dideo	http://purl.obolibrary.org/obo/dideo.owl	http://purl.obolibrary.org/obo/dideo.owl		https://github.com/DIDEO/DIDEO	The Potential Drug-drug Interaction and Potential Drug-drug Interaction Evidence Ontology		OBOFOUNDRY
32	32		NA	dinto	http://purl.obolibrary.org/obo/dinto.owl	http://purl.obolibrary.org/obo/dinto.owl		https://code.google.com/p/dinto/	NA		OBOFOUNDRY
33	33	FB	NA	dpo	http://purl.obolibrary.org/obo/dpo.owl	http://purl.obolibrary.org/obo/dpo.owl	http://flybase.org/.bin/cvreport.html?cvterm=FBcv:0000347	http://purl.obolibrary.org/obo/fbcv	An ontology of commonly encountered and/or high level Drosophila phenotypes.	FlyBase Browser	OBOFOUNDRY
34	34		NA	dron	http://purl.obolibrary.org/obo/dron.owl	http://purl.obolibrary.org/obo/dron.owl		https://bitbucket.org/uamsdbmi/dron.git	An ontology to support comparative effectiveness researchers studying claims data.		OBOFOUNDRY
35	35		NA	eco	http://purl.obolibrary.org/obo/eco.owl	http://purl.obolibrary.org/obo/eco.owl		https://github.com/evidenceontology/evidenceontology/	An ontology for experimental and other evidence statements.		OBOFOUNDRY
36	36		NA	ehdaa2	http://purl.obolibrary.org/obo/ehdaa2.owl	http://purl.obolibrary.org/obo/ehdaa2.owl		http://genex.hgu.mrc.ac.uk/	A structured controlled vocabulary of stage-specific anatomical structures of the developing human.		OBOFOUNDRY
37	37		NA	emap	http://purl.obolibrary.org/obo/emap.owl	http://purl.obolibrary.org/obo/emap.owl		http://emouseatlas.org	A structured controlled vocabulary of stage-specific anatomical structures of the mouse (Mus).		OBOFOUNDRY
38	38		NA	emapa	http://purl.obolibrary.org/obo/emapa.owl	http://purl.obolibrary.org/obo/emapa.owl		http://emouseatlas.org	Abstract (i.e. non-stage specific) stage-specific anatomical structures of the mouse.		OBOFOUNDRY
39	39		NA	envo	http://purl.obolibrary.org/obo/envo.owl	http://purl.obolibrary.org/obo/envo.owl		http://environmentontology.org/	Ontology of environmental features and habitats		OBOFOUNDRY
40	40		NA	eo	http://purl.obolibrary.org/obo/eo.owl	http://purl.obolibrary.org/obo/eo.owl		http://planteome.org/	"A structured, controlled vocabulary which â‰ â‰ describes the treatments, growing conditions, and/or study types used in various types of plant biology experiments."		OBOFOUNDRY
41	41		NA	epo	http://purl.obolibrary.org/obo/epo.owl	http://purl.obolibrary.org/obo/epo.owl		https://code.google.com/p/epidemiology-ontology/	An ontology designed to support the semantic annotation of epidemiology resources		OBOFOUNDRY
42	42		NA	ero	http://purl.obolibrary.org/obo/ero.owl	http://purl.obolibrary.org/obo/ero.owl		http://code.google.com/p/eagle-i/	"An ontology of research resources such as instruments. protocols, reagents, animal models and biospecimens."		OBOFOUNDRY
43	43		NA	exo	http://purl.obolibrary.org/obo/exo.owl	http://purl.obolibrary.org/obo/exo.owl		http://ctdbase.org/downloads/#exposures	Vocabularies for describing exposure data to inform understanding of environmental health.		OBOFOUNDRY
44	44		NA	fao	http://purl.obolibrary.org/obo/fao.owl	http://purl.obolibrary.org/obo/fao.owl		http://www.yeastgenome.org/fungi/fungal_anatomy_ontology/	A structured controlled vocabulary for the anatomy of fungi.		OBOFOUNDRY
45	45		NA	fbbi	http://purl.obolibrary.org/obo/fbbi.owl	http://purl.obolibrary.org/obo/fbbi.owl		http://cellimagelibrary.org/	"A structured controlled vocabulary of sample preparation, visualization and imaging methods used in biomedical research."		OBOFOUNDRY
46	46	FB	NA	fbbt	http://purl.obolibrary.org/obo/fbbt.owl	http://purl.obolibrary.org/obo/fbbt.owl	http://flybase.org/.bin/cvreport.html?cvterm=FBbt:10000000	http://purl.obolibrary.org/obo/fbbt	An ontology representing the gross anatomy of Drosophila melanogaster.	FlyBase Browser	OBOFOUNDRY
47	46	FB	NA	fbbt	http://purl.obolibrary.org/obo/fbbt.owl	http://purl.obolibrary.org/obo/fbbt.owl	http://flybase.org/.bin/cvreport.html?cvterm=FBbt:10000000	http://purl.obolibrary.org/obo/fbbt	An ontology representing the gross anatomy of Drosophila melanogaster.	Virtual Fly Brain	OBOFOUNDRY
48	46	FB	NA	fbbt	http://purl.obolibrary.org/obo/fbbt.owl	http://purl.obolibrary.org/obo/fbbt.owl	http://flybase.org/.bin/cvreport.html?cvterm=FBbt:10000000	http://purl.obolibrary.org/obo/fbbt	An ontology representing the gross anatomy of Drosophila melanogaster.	BioPortal Browser	OBOFOUNDRY
49	46	FB	NA	fbbt	http://purl.obolibrary.org/obo/fbbt.owl	http://purl.obolibrary.org/obo/fbbt.owl	http://www.virtualflybrain.org/site/stacks/index.htm?add=FBbt:00007401	http://purl.obolibrary.org/obo/fbbt	An ontology representing the gross anatomy of Drosophila melanogaster.	FlyBase Browser	OBOFOUNDRY
50	46	FB	NA	fbbt	http://purl.obolibrary.org/obo/fbbt.owl	http://purl.obolibrary.org/obo/fbbt.owl	http://www.virtualflybrain.org/site/stacks/index.htm?add=FBbt:00007401	http://purl.obolibrary.org/obo/fbbt	An ontology representing the gross anatomy of Drosophila melanogaster.	Virtual Fly Brain	OBOFOUNDRY
51	46	FB	NA	fbbt	http://purl.obolibrary.org/obo/fbbt.owl	http://purl.obolibrary.org/obo/fbbt.owl	http://www.virtualflybrain.org/site/stacks/index.htm?add=FBbt:00007401	http://purl.obolibrary.org/obo/fbbt	An ontology representing the gross anatomy of Drosophila melanogaster.	BioPortal Browser	OBOFOUNDRY
52	46	FB	NA	fbbt	http://purl.obolibrary.org/obo/fbbt.owl	http://purl.obolibrary.org/obo/fbbt.owl	http://bioportal.bioontology.org/ontologies/FB-BT?p=classes	http://purl.obolibrary.org/obo/fbbt	An ontology representing the gross anatomy of Drosophila melanogaster.	FlyBase Browser	OBOFOUNDRY
53	46	FB	NA	fbbt	http://purl.obolibrary.org/obo/fbbt.owl	http://purl.obolibrary.org/obo/fbbt.owl	http://bioportal.bioontology.org/ontologies/FB-BT?p=classes	http://purl.obolibrary.org/obo/fbbt	An ontology representing the gross anatomy of Drosophila melanogaster.	Virtual Fly Brain	OBOFOUNDRY
54	46	FB	NA	fbbt	http://purl.obolibrary.org/obo/fbbt.owl	http://purl.obolibrary.org/obo/fbbt.owl	http://bioportal.bioontology.org/ontologies/FB-BT?p=classes	http://purl.obolibrary.org/obo/fbbt	An ontology representing the gross anatomy of Drosophila melanogaster.	BioPortal Browser	OBOFOUNDRY
55	46	VFB	NA	fbbt	http://purl.obolibrary.org/obo/fbbt.owl	http://purl.obolibrary.org/obo/fbbt.owl	http://flybase.org/.bin/cvreport.html?cvterm=FBbt:10000000	http://purl.obolibrary.org/obo/fbbt	An ontology representing the gross anatomy of Drosophila melanogaster.	FlyBase Browser	OBOFOUNDRY
